"","country","countryname","sentence_id","text","date","party","partyname","text_id"
"1579",51,"United Kingdom",1,"MISSION-DRIVEN GOVERNMENT",202407,51320,"Labour Party","51320_202407_1"
"1580",51,"United Kingdom",2,"Ending the Conservative chaos is vital, but turning the page with a new government is not in itself enough to tackle the deep-rooted challenges our country now faces.",202407,51320,"Labour Party","51320_202407_2"
"1581",51,"United Kingdom",3,"To rebuild Britain, we need to change how Britain is governed.",202407,51320,"Labour Party","51320_202407_3"
"1582",51,"United Kingdom",4,"For too long, Britain has been held back by governments that, because they lack a relentless focus on long-term ends, are buffeted about by events.",202407,51320,"Labour Party","51320_202407_4"
"1583",51,"United Kingdom",5,"Politics has enormous potential to change lives for the better, but too often different parts of the government have pursued their own narrow goals rather than working together.",202407,51320,"Labour Party","51320_202407_5"
"1584",51,"United Kingdom",6,"Government is at its best when working in partnership with business, trade unions, civil society, faith groups, and communities.",202407,51320,"Labour Party","51320_202407_6"
"1585",51,"United Kingdom",7,"But without a shared project those partnerships barely get off the ground.",202407,51320,"Labour Party","51320_202407_7"
"1586",51,"United Kingdom",8,"So, as well as a new administration with new priorities, Britain needs a new approach: mission-driven government.",202407,51320,"Labour Party","51320_202407_8"
"1587",51,"United Kingdom",9,"Mission-driven government means raising our sights as a nation and focusing on ambitious, measurable, long-term objectives that provide a driving sense of purpose for the country.",202407,51320,"Labour Party","51320_202407_9"
"1588",51,"United Kingdom",10,"It means a new way of doing government that is more joined up, pushes power out to communities and harnesses new technology, all with one aim in mind – to put the country back in the service of working people.",202407,51320,"Labour Party","51320_202407_10"
"1589",51,"United Kingdom",11,"LABOUR’S FIVE MISSIONS TO REBUILD BRITAIN ARE:",202407,51320,"Labour Party","51320_202407_11"
"1590",51,"United Kingdom",12,"1) Kickstart economic growth to secure the highest sustained growth in the G7 – with good jobs and productivity growth in every part of the country making everyone, not just a few, better off.",202407,51320,"Labour Party","51320_202407_12"
"1591",51,"United Kingdom",13,"2) Make Britain a clean energy superpower to cut bills, create jobs and deliver security with cheaper, zero-carbon electricity by 2030, accelerating to net zero.",202407,51320,"Labour Party","51320_202407_13"
"1592",51,"United Kingdom",14,"3) Take back our streets by halving serious violent crime and raising confidence in the police and criminal justice system to its highest levels.",202407,51320,"Labour Party","51320_202407_14"
"1593",51,"United Kingdom",15,"4) Break down barriers to opportunity by reforming our childcare and education systems, to make sure there is no class ceiling on the ambitions of young people in Britain.",202407,51320,"Labour Party","51320_202407_15"
"1594",51,"United Kingdom",16,"5) Build an NHS fit for the future that is there when people need it; with fewer lives lost to the biggest killers; in a fairer Britain, where everyone lives well for longer.",202407,51320,"Labour Party","51320_202407_16"
"1595",51,"United Kingdom",17,"Delivering the change Britain needs will require perseverance.",202407,51320,"Labour Party","51320_202407_17"
"1596",51,"United Kingdom",18,"The starting point for delivering these missions is to ensure the foundations of good government are right.",202407,51320,"Labour Party","51320_202407_18"
"1597",51,"United Kingdom",19,"Labour will make sure we have strong national security, secure borders, and economic stability.",202407,51320,"Labour Party","51320_202407_19"
"1598",51,"United Kingdom",20,"Building on these secure foundations, we have already set out the first steps for change.",202407,51320,"Labour Party","51320_202407_20"
"1599",51,"United Kingdom",21,"Today we present further policies in this manifesto, as part of the journey of rebuilding our country.",202407,51320,"Labour Party","51320_202407_21"
"1600",51,"United Kingdom",22,"Every policy that follows in this manifesto is fully costed and fully funded.",202407,51320,"Labour Party","51320_202407_22"
"1601",51,"United Kingdom",23,"STRONG FOUNDATIONS",202407,51320,"Labour Party","51320_202407_23"
"1602",51,"United Kingdom",24,"NATIONAL SECURITY",202407,51320,"Labour Party","51320_202407_24"
"1603",51,"United Kingdom",25,"No policy commitment in pursuit of Labour’s missions matters unless we uphold the first duty of any government: to keep the country safe.",202407,51320,"Labour Party","51320_202407_25"
"1604",51,"United Kingdom",26,"Peace and security are hard earned.",202407,51320,"Labour Party","51320_202407_26"
"1605",51,"United Kingdom",27,"They require constant vigilance.",202407,51320,"Labour Party","51320_202407_27"
"1606",51,"United Kingdom",28,"Over the last 14 years geopolitical tensions have risen, while the Conservatives have hollowed out our armed forces.",202407,51320,"Labour Party","51320_202407_28"
"1607",51,"United Kingdom",29,"Now Putin is attempting to break European security with his full-scale invasion of Ukraine.",202407,51320,"Labour Party","51320_202407_29"
"1608",51,"United Kingdom",30,"Labour will meet this challenge by strengthening our armed forces and protecting our national security.",202407,51320,"Labour Party","51320_202407_30"
"1609",51,"United Kingdom",31,"Our commitment to the UK’s nuclear deterrent is absolute.",202407,51320,"Labour Party","51320_202407_31"
"1610",51,"United Kingdom",32,"It is a vital safeguard for the UK and our NATO allies.",202407,51320,"Labour Party","51320_202407_32"
"1611",51,"United Kingdom",33,"As the party that founded NATO, we maintain our unshakeable commitment to the alliance, and we will apply a NATO test to major defence programmes to ensure we meet our obligations in full.",202407,51320,"Labour Party","51320_202407_33"
"1612",51,"United Kingdom",34,"In recent years, threats to our safety and security have multiplied and diversified.",202407,51320,"Labour Party","51320_202407_34"
"1613",51,"United Kingdom",35,"Alongside greater conventional threats, we are faced with the growing emergence of hybrid warfare, including cyber-attacks and misinformation campaigns which seek to subvert our democracy.",202407,51320,"Labour Party","51320_202407_35"
"1614",51,"United Kingdom",36,"To ensure the UK is fully prepared to deal with these interconnected threats, Labour will conduct a Strategic Defence Review within our first year in government, and we will set out the path to spending 2.5 per cent of GDP on defence.",202407,51320,"Labour Party","51320_202407_36"
"1615",51,"United Kingdom",37,"From the Skripal poisonings to assassination plots by the Iranian Islamic Revolutionary Guard Corps, threats from hostile states or state- sponsored groups are on the rise, but Britain lacks a comprehensive framework to protect us.",202407,51320,"Labour Party","51320_202407_37"
"1616",51,"United Kingdom",38,"Labour will take the approach used for dealing with non-state terrorism and adapt it to deal with state-based domestic security threats.",202407,51320,"Labour Party","51320_202407_38"
"1617",51,"United Kingdom",39,"Terrorism remains a significant threat.",202407,51320,"Labour Party","51320_202407_39"
"1618",51,"United Kingdom",40,"Labour will bring in ‘Martyn’s Law’ to strengthen the security of public events and venues.",202407,51320,"Labour Party","51320_202407_40"
"1619",51,"United Kingdom",41,"We will update the rules around counter- extremism, including online, to stop people being radicalised and drawn towards hateful ideologies.",202407,51320,"Labour Party","51320_202407_41"
"1620",51,"United Kingdom",42,"Labour will also ensure the police and intelligence services have the powers and resources they need to protect the British people from terrorism and hostile espionage.",202407,51320,"Labour Party","51320_202407_42"
"1621",51,"United Kingdom",43,"STRONG FOUNDATIONS",202407,51320,"Labour Party","51320_202407_43"
"1622",51,"United Kingdom",44,"SECURE BORDERS",202407,51320,"Labour Party","51320_202407_44"
"1623",51,"United Kingdom",45,"Britain is a tolerant and compassionate country.",202407,51320,"Labour Party","51320_202407_45"
"1624",51,"United Kingdom",46,"We have a proud tradition of welcoming people fleeing persecution and abuse.",202407,51320,"Labour Party","51320_202407_46"
"1625",51,"United Kingdom",47,"Schemes like Homes for Ukraine, Hong Kong humanitarian visas, and the Syrian resettlement programme have provided important routes for refugees seeking sanctuary.",202407,51320,"Labour Party","51320_202407_47"
"1626",51,"United Kingdom",48,"But the system needs to be controlled and managed and we need strong borders.",202407,51320,"Labour Party","51320_202407_48"
"1627",51,"United Kingdom",49,"The small boats crisis, fuelled by dangerous criminal smuggler gangs, is undermining our security and costing lives.",202407,51320,"Labour Party","51320_202407_49"
"1628",51,"United Kingdom",50,"Rather than a serious plan to confront this crisis, the Conservatives have offered nothing but desperate gimmicks.",202407,51320,"Labour Party","51320_202407_50"
"1629",51,"United Kingdom",51,"Their flagship policy – to fly a tiny number of asylum seekers to Rwanda – has already cost hundreds of millions of pounds.",202407,51320,"Labour Party","51320_202407_51"
"1630",51,"United Kingdom",52,"Even if it got off the ground, this scheme can only address fewer than one per cent of the asylum seekers arriving.",202407,51320,"Labour Party","51320_202407_52"
"1631",51,"United Kingdom",53,"It cannot work.",202407,51320,"Labour Party","51320_202407_53"
"1632",51,"United Kingdom",54,"Chaos in the Channel has been matched by chaos at home.",202407,51320,"Labour Party","51320_202407_54"
"1633",51,"United Kingdom",55,"The Conservatives’ unworkable laws have created a ‘perma-backlog’ of tens of thousands of asylum seekers, who are indefinitely staying in hotels costing the taxpayer millions of pounds every week.",202407,51320,"Labour Party","51320_202407_55"
"1634",51,"United Kingdom",56,"Labour will stop the chaos and go after the criminal gangs who trade in driving this crisis.",202407,51320,"Labour Party","51320_202407_56"
"1635",51,"United Kingdom",57,"We will create a new Border Security Command, with hundreds of new investigators, intelligence officers, and cross-border police officers.",202407,51320,"Labour Party","51320_202407_57"
"1636",51,"United Kingdom",58,"This will be funded by ending the wasteful Migration and Economic Development partnership with Rwanda.",202407,51320,"Labour Party","51320_202407_58"
"1637",51,"United Kingdom",59,"This new Command will work internationally and be supported by new counter-terrorism style powers, to pursue, disrupt, and arrest those responsible for the vile trade.",202407,51320,"Labour Party","51320_202407_59"
"1638",51,"United Kingdom",60,"We will seek a new security agreement with the EU to ensure access to real-time intelligence and enable our policing teams to lead joint investigations with their European counterparts.",202407,51320,"Labour Party","51320_202407_60"
"1639",51,"United Kingdom",61,"Labour will turn the page and restore order to the asylum system so that it operates swiftly, firmly, and fairly; and the rules are properly enforced.",202407,51320,"Labour Party","51320_202407_61"
"1640",51,"United Kingdom",62,"We will hire additional caseworkers to clear the Conservatives’ backlog and end asylum hotels, saving the taxpayer billions of pounds.",202407,51320,"Labour Party","51320_202407_62"
"1641",51,"United Kingdom",63,"Labour will set up a new returns and enforcement unit, with an additional 1,000 staff, to fast-track removals to safe countries for people who do not have the right to stay here.",202407,51320,"Labour Party","51320_202407_63"
"1642",51,"United Kingdom",64,"We will negotiate additional returns arrangements to speed up returns and increase the number of safe countries that failed asylum seekers can swiftly be sent back to.",202407,51320,"Labour Party","51320_202407_64"
"1643",51,"United Kingdom",65,"And we will also act upstream, working with international partners to address the humanitarian crises which lead people to flee their homes, and to strengthen support for refugees in their home region.",202407,51320,"Labour Party","51320_202407_65"
"1644",51,"United Kingdom",66,"STRONG FOUNDATIONS",202407,51320,"Labour Party","51320_202407_66"
"1645",51,"United Kingdom",67,"ECONOMIC STABILITY",202407,51320,"Labour Party","51320_202407_67"
"1646",51,"United Kingdom",68,"Every commitment a Labour government makes will be based on sound money and economic stability.",202407,51320,"Labour Party","51320_202407_68"
"1647",51,"United Kingdom",69,"This is a non-negotiable principle for our changed Labour Party.",202407,51320,"Labour Party","51320_202407_69"
"1648",51,"United Kingdom",70,"Siren voices may claim that there are no limits on what government can spend, or that tax cuts pay for themselves.",202407,51320,"Labour Party","51320_202407_70"
"1649",51,"United Kingdom",71,"We reject this flawed ideology that was tested to destruction by the disastrous Conservative ‘mini budget’.",202407,51320,"Labour Party","51320_202407_71"
"1650",51,"United Kingdom",72,"The British people are still paying the price of those unfunded commitments through higher mortgage costs, and taxpayers continue to foot the bill through higher interest payments, meaning less money for investment and public services.",202407,51320,"Labour Party","51320_202407_72"
"1651",51,"United Kingdom",73,"The impact was not confined to these shores.",202407,51320,"Labour Party","51320_202407_73"
"1652",51,"United Kingdom",74,"The Conservatives’ recklessness sent a signal of instability across the world that damaged our standing, making Britain a less attractive place for business to invest.",202407,51320,"Labour Party","51320_202407_74"
"1653",51,"United Kingdom",75,"The chaos is not over.",202407,51320,"Labour Party","51320_202407_75"
"1654",51,"United Kingdom",76,"The desperate Conservatives have now made yet more unfunded tax cuts and spending promises at a scale beyond the ‘mini budget’.",202407,51320,"Labour Party","51320_202407_76"
"1655",51,"United Kingdom",77,"This would be devastating for families across the country.",202407,51320,"Labour Party","51320_202407_77"
"1656",51,"United Kingdom",78,"Labour will turn the page on this economic chaos.",202407,51320,"Labour Party","51320_202407_78"
"1657",51,"United Kingdom",79,"Our approach is based on strong fiscal rules which will govern every single decision we make in government.",202407,51320,"Labour Party","51320_202407_79"
"1658",51,"United Kingdom",80,"Our fiscal rules are that:",202407,51320,"Labour Party","51320_202407_80"
"1659",51,"United Kingdom",81,"The current budget moves into balance, so that day-to-day costs are met by revenues.",202407,51320,"Labour Party","51320_202407_81"
"1660",51,"United Kingdom",82,"Debt must be falling as a share of the economy by the fifth year of the forecast.",202407,51320,"Labour Party","51320_202407_82"
"1661",51,"United Kingdom",83,"These rules allow for prudent investment in our economy.",202407,51320,"Labour Party","51320_202407_83"
"1662",51,"United Kingdom",84,"This represents a clear break from the Conservatives who have created an incentive to cut investment; a short-term approach that ignores the importance of growing the economy.",202407,51320,"Labour Party","51320_202407_84"
"1663",51,"United Kingdom",85,"Labour will strike a balance between prioritising investment and the urgent need to rebuild our public finances.",202407,51320,"Labour Party","51320_202407_85"
"1664",51,"United Kingdom",86,"There will be no return to austerity.",202407,51320,"Labour Party","51320_202407_86"
"1665",51,"United Kingdom",87,"Unlike the Conservatives, Labour will never sideline the Office for Budget Responsibility (OBR) for political convenience.",202407,51320,"Labour Party","51320_202407_87"
"1666",51,"United Kingdom",88,"Instead, we will strengthen the role of the OBR.",202407,51320,"Labour Party","51320_202407_88"
"1667",51,"United Kingdom",89,"Every fiscal event making significant changes to taxation or spending will be subject to an independent OBR forecast.",202407,51320,"Labour Party","51320_202407_89"
"1668",51,"United Kingdom",90,"Labour will safeguard taxpayers’ money.",202407,51320,"Labour Party","51320_202407_90"
"1669",51,"United Kingdom",91,"We will end the link between access to ministers and an inside track for public contracts.",202407,51320,"Labour Party","51320_202407_91"
"1670",51,"United Kingdom",92,"We will appoint a fixed-term Covid Corruption Commissioner and use every means possible to recoup public money lost in pandemic- related fraud and from contracts which have not delivered.",202407,51320,"Labour Party","51320_202407_92"
"1671",51,"United Kingdom",93,"And we will not tolerate fraud or waste anywhere, whether in social security or the excessive use of consultants.",202407,51320,"Labour Party","51320_202407_93"
"1672",51,"United Kingdom",94,"Alongside strong national finances, Britain needs resilient family finances too.",202407,51320,"Labour Party","51320_202407_94"
"1673",51,"United Kingdom",95,"The Conservatives have left families struggling with the cost of living.",202407,51320,"Labour Party","51320_202407_95"
"1674",51,"United Kingdom",96,"Labour will take action to support families, by tackling the underlying causes of the crisis.",202407,51320,"Labour Party","51320_202407_96"
"1675",51,"United Kingdom",97,"We will bring down the cost of energy.",202407,51320,"Labour Party","51320_202407_97"
"1676",51,"United Kingdom",98,"We will reduce food prices by removing barriers to businesses trading.",202407,51320,"Labour Party","51320_202407_98"
"1677",51,"United Kingdom",99,"We will make housing more affordable, expand access to childcare, and make work pay.",202407,51320,"Labour Party","51320_202407_99"
"1678",51,"United Kingdom",100,"We will support families with children by introducing free breakfast clubs in every primary school.",202407,51320,"Labour Party","51320_202407_100"
"1679",51,"United Kingdom",101,"Labour will also keep mortgage rates as low as possible, with a strong, independent Bank of England – which will continue to target stable inflation of 2 per cent.",202407,51320,"Labour Party","51320_202407_101"
"1680",51,"United Kingdom",102,"The Conservatives have raised the tax burden to a 70-year high.",202407,51320,"Labour Party","51320_202407_102"
"1681",51,"United Kingdom",103,"We will ensure taxes on working people are kept as low as possible.",202407,51320,"Labour Party","51320_202407_103"
"1682",51,"United Kingdom",104,"Labour will not increase taxes on working people, which is why we will not increase National Insurance, the basic, higher, or additional rates of Income Tax, or VAT.",202407,51320,"Labour Party","51320_202407_104"
"1683",51,"United Kingdom",105,"Labour will address unfairness in the tax system.",202407,51320,"Labour Party","51320_202407_105"
"1684",51,"United Kingdom",106,"We will abolish non-dom status once and for all, replacing it with a modern scheme for people genuinely in the country for a short period.",202407,51320,"Labour Party","51320_202407_106"
"1685",51,"United Kingdom",107,"We will end the use of offshore trusts to avoid inheritance tax so that everyone who makes their home here in the UK pays their taxes here.",202407,51320,"Labour Party","51320_202407_107"
"1686",51,"United Kingdom",108,"Private equity is the only industry where performance- related pay is treated as capital gains.",202407,51320,"Labour Party","51320_202407_108"
"1687",51,"United Kingdom",109,"Labour will close this loophole.",202407,51320,"Labour Party","51320_202407_109"
"1688",51,"United Kingdom",110,"We will modernise HMRC and change the law to tackle tax avoidance.",202407,51320,"Labour Party","51320_202407_110"
"1689",51,"United Kingdom",111,"We will increase registration and reporting requirements, strengthen HMRC’s powers, invest in new technology and build capacity within HMRC.",202407,51320,"Labour Party","51320_202407_111"
"1690",51,"United Kingdom",112,"This, combined with a renewed focus on tax avoidance by large businesses and the wealthy, will begin to close the tax gap and ensure everyone pays their fair share.",202407,51320,"Labour Party","51320_202407_112"
"1691",51,"United Kingdom",113,"Labour will stop the chaos, turn the page, and return to the foundations of national security, secure borders, and economic stability.",202407,51320,"Labour Party","51320_202407_113"
"1692",51,"United Kingdom",114,"Sustained economic growth is the only route to improving the prosperity of our country and the living standards of working people.",202407,51320,"Labour Party","51320_202407_114"
"1693",51,"United Kingdom",115,"That is why it is Labour’s first mission for government.",202407,51320,"Labour Party","51320_202407_115"
"1694",51,"United Kingdom",116,"It means being pro-business and pro-worker.",202407,51320,"Labour Party","51320_202407_116"
"1695",51,"United Kingdom",117,"We are the party of wealth creation.",202407,51320,"Labour Party","51320_202407_117"
"1696",51,"United Kingdom",118,"This election follows the chaos of the Conservatives’ ‘mini-budget’ and an unprecedented fall in living standards.",202407,51320,"Labour Party","51320_202407_118"
"1697",51,"United Kingdom",119,"Their miserable economic record over the past 14 years has seen productivity and wages flatlining, leaving British families significantly poorer than those in France or Germany.",202407,51320,"Labour Party","51320_202407_119"
"1698",51,"United Kingdom",120,"This decline is rooted in two failures.",202407,51320,"Labour Party","51320_202407_120"
"1699",51,"United Kingdom",121,"First, an inability to accept that a strong economy can only be built on the contribution of every community and every person – the many not the few.",202407,51320,"Labour Party","51320_202407_121"
"1700",51,"United Kingdom",122,"Second, a failure to acknowledge that sustainable growth requires government to be a strategic partner with business – that markets must be shaped, not merely served.",202407,51320,"Labour Party","51320_202407_122"
"1701",51,"United Kingdom",123,"These twin failures have led to greater economic insecurity – in the financial resilience of households, but also in our national economy – at the very time when our world has become less stable and secure.",202407,51320,"Labour Party","51320_202407_123"
"1702",51,"United Kingdom",124,"The Conservatives have failed to grasp the implications of a new era of rising global competition and tension, instead leaving our economy on an increasingly shallow and insecure footing.",202407,51320,"Labour Party","51320_202407_124"
"1703",51,"United Kingdom",125,"It is time to turn the page.",202407,51320,"Labour Party","51320_202407_125"
"1704",51,"United Kingdom",126,"Labour will restore stability, increase investment, and reform our economy.",202407,51320,"Labour Party","51320_202407_126"
"1705",51,"United Kingdom",127,"We will embrace a new approach to economic management – securonomics – that understands sustainable growth relies on a broad base and resilient foundations.",202407,51320,"Labour Party","51320_202407_127"
"1706",51,"United Kingdom",128,"Our approach will depend on a dynamic and strategic state.",202407,51320,"Labour Party","51320_202407_128"
"1707",51,"United Kingdom",129,"This does not mean ever-growing government, but it does mean a more active, smarter government that works in partnership with business, trade unions, local leaders, and devolved governments.",202407,51320,"Labour Party","51320_202407_129"
"1708",51,"United Kingdom",130,"Labour will stop the chaos and support business through a stable policy environment – strengthening our economic institutions, and giving investors the certainty they need to fuel growth.",202407,51320,"Labour Party","51320_202407_130"
"1709",51,"United Kingdom",131,"Labour will seek involvement from industry, trade unions, and civil society in our plans for growth, so they can contribute to building a stronger economy in all parts of the country.",202407,51320,"Labour Party","51320_202407_131"
"1710",51,"United Kingdom",132,"We will strategically use public investment where it can unlock additional private sector investment, create jobs, and provide a return for taxpayers.",202407,51320,"Labour Party","51320_202407_132"
"1711",51,"United Kingdom",133,"While stability and greater investment will support growth, parts of our economy require substantial reform if we are to create the wealth our country needs.",202407,51320,"Labour Party","51320_202407_133"
"1712",51,"United Kingdom",134,"Britain is hampered by a planning regime that means we struggle to build either the infrastructure or housing the country needs.",202407,51320,"Labour Party","51320_202407_134"
"1713",51,"United Kingdom",135,"The country remains too centralised, with the economic potential of too many regions and communities ignored.",202407,51320,"Labour Party","51320_202407_135"
"1714",51,"United Kingdom",136,"Our labour market fails to provide secure jobs and, as a result, for far too many people work does not pay.",202407,51320,"Labour Party","51320_202407_136"
"1715",51,"United Kingdom",137,"The innovation, dynamism and sheer hard work of British business and workers has never been in question.",202407,51320,"Labour Party","51320_202407_137"
"1716",51,"United Kingdom",138,"The next Labour government will partner with them to kickstart economic growth and rebuild Britain.",202407,51320,"Labour Party","51320_202407_138"
"1717",51,"United Kingdom",139,"Strategic partnership through industrial strategy",202407,51320,"Labour Party","51320_202407_139"
"1718",51,"United Kingdom",140,"Labour will introduce a new industrial strategy.",202407,51320,"Labour Party","51320_202407_140"
"1719",51,"United Kingdom",141,"Our approach will be mission-driven and focused on the future.",202407,51320,"Labour Party","51320_202407_141"
"1720",51,"United Kingdom",142,"We will work in partnership with industry to seize opportunities and remove barriers to growth.",202407,51320,"Labour Party","51320_202407_142"
"1721",51,"United Kingdom",143,"Critically, we will end short-term economic policy making with the establishment of an Industrial Strategy Council, on a statutory footing, to provide expert advice.",202407,51320,"Labour Party","51320_202407_143"
"1722",51,"United Kingdom",144,"We will ensure representation on the Council from all nations and regions, business and trade unions, to drive economic growth in all parts of the country.",202407,51320,"Labour Party","51320_202407_144"
"1723",51,"United Kingdom",145,"Labour will take a sectoral approach and be clear-eyed about where the UK enjoys advantages over other countries.",202407,51320,"Labour Party","51320_202407_145"
"1724",51,"United Kingdom",146,"Our approach will back what makes Britain great: our excellent research institutions, professional services, advanced manufacturing, and creative industries.",202407,51320,"Labour Party","51320_202407_146"
"1725",51,"United Kingdom",147,"We will ensure a pro-business environment, with a competition and regulatory framework, that supports innovation, investment, and high-quality jobs.",202407,51320,"Labour Party","51320_202407_147"
"1726",51,"United Kingdom",148,"Procurement and trade policy will also be aligned with our industrial strategy priorities.",202407,51320,"Labour Party","51320_202407_148"
"1727",51,"United Kingdom",149,"Financial services are one of Britain’s greatest success stories.",202407,51320,"Labour Party","51320_202407_149"
"1728",51,"United Kingdom",150,"Labour will create the conditions to support innovation and growth in the sector, through supporting new technology, including Open Banking and Open Finance and ensuring a pro-innovation regulatory framework.",202407,51320,"Labour Party","51320_202407_150"
"1729",51,"United Kingdom",151,"Our other great British industries need certainty over the policies that will apply to them.",202407,51320,"Labour Party","51320_202407_151"
"1730",51,"United Kingdom",152,"In opposition, Labour has worked with the automotive, life sciences, and creative sectors, on the approach we will take to policy.",202407,51320,"Labour Party","51320_202407_152"
"1731",51,"United Kingdom",153,"In government, we will set out plans for these and other vital sectors of the economy.",202407,51320,"Labour Party","51320_202407_153"
"1732",51,"United Kingdom",154,"Boosting investment",202407,51320,"Labour Party","51320_202407_154"
"1733",51,"United Kingdom",155,"Business has for too long been hampered by a government that does not work with it.",202407,51320,"Labour Party","51320_202407_155"
"1734",51,"United Kingdom",156,"As a result, investment in the UK is too low.",202407,51320,"Labour Party","51320_202407_156"
"1735",51,"United Kingdom",157,"To address this long-standing problem Labour will use every available lever.",202407,51320,"Labour Party","51320_202407_157"
"1736",51,"United Kingdom",158,"Public investment, where it supports and de-risks additional private investment, is one important tool being used successfully across the world.",202407,51320,"Labour Party","51320_202407_158"
"1737",51,"United Kingdom",159,"It can create good jobs across the country and would mean British taxpayers can reap the benefits of economic growth.",202407,51320,"Labour Party","51320_202407_159"
"1738",51,"United Kingdom",160,"To realise these opportunities Labour will establish a National Wealth Fund.",202407,51320,"Labour Party","51320_202407_160"
"1739",51,"United Kingdom",161,"Capitalised with £7.3 billion over the course of the next Parliament, the National Wealth Fund will have a remit to support Labour’s growth and clean energy missions, making transformative investments across every part of the country.",202407,51320,"Labour Party","51320_202407_161"
"1740",51,"United Kingdom",162,"The fund will have a target of attracting three pounds of private investment for every one pound of public investment, creating jobs across the country.",202407,51320,"Labour Party","51320_202407_162"
"1741",51,"United Kingdom",163,"We plan to allocate:",202407,51320,"Labour Party","51320_202407_163"
"1742",51,"United Kingdom",164,"£1.8 billion to upgrade ports and build supply chains across the UK.",202407,51320,"Labour Party","51320_202407_164"
"1743",51,"United Kingdom",165,"£1.5 billion to new gigafactories so our automotive industry leads the world.",202407,51320,"Labour Party","51320_202407_165"
"1744",51,"United Kingdom",166,"£2.5 billion to rebuild our steel industry.",202407,51320,"Labour Party","51320_202407_166"
"1745",51,"United Kingdom",167,"£1 billion to accelerate the deployment of carbon capture.",202407,51320,"Labour Party","51320_202407_167"
"1746",51,"United Kingdom",168,"£500 million to support the manufacturing of green hydrogen.",202407,51320,"Labour Party","51320_202407_168"
"1747",51,"United Kingdom",169,"Labour will also act to increase investment from pension funds in UK markets.",202407,51320,"Labour Party","51320_202407_169"
"1748",51,"United Kingdom",170,"We will adopt reforms to ensure that workplace pension schemes take advantage of consolidation and scale, to deliver better returns for UK savers and greater productive investment for UK PLC.",202407,51320,"Labour Party","51320_202407_170"
"1749",51,"United Kingdom",171,"We will also undertake a review of the pensions landscape to consider what further steps are needed to improve pension outcomes and increase investment in UK markets.",202407,51320,"Labour Party","51320_202407_171"
"1750",51,"United Kingdom",172,"Business taxation",202407,51320,"Labour Party","51320_202407_172"
"1751",51,"United Kingdom",173,"The business tax regime matters for investors.",202407,51320,"Labour Party","51320_202407_173"
"1752",51,"United Kingdom",174,"It is not just the rates of tax that matter, but also certainty.",202407,51320,"Labour Party","51320_202407_174"
"1753",51,"United Kingdom",175,"Under the Conservatives there has been constant chopping and changing – corporation tax has changed 26 times – and multiple fiscal events have made drastic changes often at little notice.",202407,51320,"Labour Party","51320_202407_175"
"1754",51,"United Kingdom",176,"Labour will stop the chaos, and turn the page with a strategic approach that gives certainty and allows long-term planning.",202407,51320,"Labour Party","51320_202407_176"
"1755",51,"United Kingdom",177,"We are committed to one major fiscal event a year, giving families and businesses due warning of tax and spending policies.",202407,51320,"Labour Party","51320_202407_177"
"1756",51,"United Kingdom",178,"We will publish a roadmap for business taxation for the next parliament which will allow businesses to plan investments with confidence.",202407,51320,"Labour Party","51320_202407_178"
"1757",51,"United Kingdom",179,"Labour will cap corporation tax at the current level of 25 per cent, the lowest in the G7, for the entire parliament, and we will act if tax changes in other countries pose a risk to UK competitiveness.",202407,51320,"Labour Party","51320_202407_179"
"1758",51,"United Kingdom",180,"We will retain a permanent full expensing system for capital investment and the annual investment allowance for small business.",202407,51320,"Labour Party","51320_202407_180"
"1759",51,"United Kingdom",181,"And we will give firms greater clarity on what qualifies for allowances to improve business investment decisions.",202407,51320,"Labour Party","51320_202407_181"
"1760",51,"United Kingdom",182,"The current business rates system disincentivises investment, creates uncertainty and places an undue burden on our high streets.",202407,51320,"Labour Party","51320_202407_182"
"1761",51,"United Kingdom",183,"In England, Labour will replace the business rates system, so we can raise the same revenue but in a fairer way.",202407,51320,"Labour Party","51320_202407_183"
"1762",51,"United Kingdom",184,"This new system will level the playing field between the high street and online giants, better incentivise investment, tackle empty properties and support entrepreneurship.",202407,51320,"Labour Party","51320_202407_184"
"1763",51,"United Kingdom",185,"Economic infrastructure",202407,51320,"Labour Party","51320_202407_185"
"1764",51,"United Kingdom",186,"Britain is grinding to a halt.",202407,51320,"Labour Party","51320_202407_186"
"1765",51,"United Kingdom",187,"Rail cancellations are at record levels, energy prices have risen faster here than in any other country in Western Europe, and not a single reservoir has been built in the last 30 years.",202407,51320,"Labour Party","51320_202407_187"
"1766",51,"United Kingdom",188,"This is not an accident.",202407,51320,"Labour Party","51320_202407_188"
"1767",51,"United Kingdom",189,"Conservative chaos has seen major projects abandoned, decades-long delays, cost overruns, uncertainty for supply chains, and our infrastructure crumbling.",202407,51320,"Labour Party","51320_202407_189"
"1768",51,"United Kingdom",190,"Labour will end this chaos by developing a ten-year infrastructure strategy, aligned with our industrial strategy and regional development priorities, including improving rail connectivity across the north of England.",202407,51320,"Labour Party","51320_202407_190"
"1769",51,"United Kingdom",191,"The strategy will guide investment plans and give the private sector certainty about the project pipeline.",202407,51320,"Labour Party","51320_202407_191"
"1770",51,"United Kingdom",192,"We will work closely with business to map and address the delivery challenges we face.",202407,51320,"Labour Party","51320_202407_192"
